ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
94015;72;Female;7000;CA;56;12;3
33141;87;Female;4000;FL;25;1;25
91723;76;Male;2000;CA;246;34;2
77070;72;Male;5000;TX;46;19;1
29527;46;Male;5000;SC;25;1;25
78211;36;Female;4000;TX;100;3;30
99003;88;Male;2000;WA;158;24;3
48081;51;Male;6000;MI;64;6;5
33176;43;Female;5000;FL;58;4;10
60409;73;Female;2000;IL;84;5;10
47516;36;Female;2000;IN;95;9;5
60515;58;Female;5000;IL;223;16;5
95670;57;Male;3000;CA;37;3;10
77008;64;Female;5000;TX;45;4;3
37912;72;Male;2000;TN;127;11;5
48030;88;Female;1000;MI;38;9;2
37220;76;Male;5000;TN;35;2;10
94122;48;Female;2000;CA;23;5;2
50047;45;Male;5000;IA;125;4;25
32303;34;Female;4000;FL;38;7;3
46224;74;Male;3000;IN;53;5;5
32256;74;Female;1000;FL;296;24;5
95826;56;Male;6000;CA;25;1;25
95992;54;Female;3000;CA;222;42;2
99324;36;Female;4000;WA;15;1;15
98903;78;Male;2000;WA;41;3;5
75287;50;Female;7000;TX;25;2;10
27588;68;Male;4000;NC;494;33;5
83301;36;Female;3000;ID;33;3;3
55779;50;Male;3000;MN;137;15;5
49684;75;Male;5000;MI;112;7;5
63051;80;Male;4000;MO;172;12;10
95051;44;Male;5000;CA;259;17;5
90402;81;Female;6000;CA;127;15;5
60031;52;Male;5000;IL;41;3;11
30316;62;Female;4000;GA;35;3;10
34974;58;Male;3000;FL;205;41;2
81135;60;Male;5000;CO;90;2;40
99702;30;Female;3000;AK;25;1;25
86314;57;Male;4000;AZ;29;4;5
97701;27;Male;5000;OR;137;7;10
30143;68;Male;7000;GA;212;9;2
98223;84;Female;2000;WA;165;29;2
37015;80;Female;1000;TN;30;3;5
72114;67;Female;1000;AR;195;25;5
27589;87;Female;7000;NC;65;11;4
29681;74;Male;2000;SC;163;20;3
37343;48;U;4000;TN;70;7;3
32404;65;Male;3000;FL;102;7;10
77642;86;Female;2000;TX;59;11;3
48221;66;Female;1000;MI;75;6;3
75208;82;Female;2000;TX;130;10;3
28601;62;Male;7000;NC;95;11;3
93423;58;Female;5000;CA;113;15;5
54403;62;Female;4000;WI;193;24;4
30064;45;Male;4000;GA;75;3;25
80122;32;Male;4000;CO;25;3;5
39429;26;Female;3000;MS;77;11;3
77088;26;Female;5000;TX;270;18;0
85308;68;Female;2000;AZ;32;5;5
60018;74;Male;4000;IL;53;5;5
49012;67;U;2000;MI;95;14;2
37922;41;Female;5000;TN;174;16;5
93637;88;Male;2000;CA;53;4;3
77039;68;Male;4000;TX;28;2;8
95620;64;Female;5000;CA;45;2;20
52306;56;Male;3000;IA;79;28;1
31408;66;Male;5000;GA;261;16;5
48227;47;Female;3000;MI;79;5;5
77830;72;Male;5000;TX;127;9;5
33771;39;Female;4000;FL;102;15;3
37211;53;Female;6000;TN;124;13;5
33071;47;Male;7000;FL;67;6;3
92801;48;Male;5000;CA;50;2;25
78641;36;Male;5000;TX;57;5;5
48188;50;Male;5000;MI;230;15;5
67583;36;Male;4000;KS;110;11;5
33487;47;Female;5000;FL;66;5;10
29150;72;Male;5000;SC;140;10;9
34711;37;Female;4000;FL;25;2;10
77339;56;Male;6000;TX;30;1;30
92553;58;Male;4000;CA;346;14;15
51106;53;Female;3000;IA;136;18;3
92253;33;Male;5000;CA;34;5;5
30024;48;Female;2000;GA;34;3;6
64052;53;Female;4000;MO;103;13;4
94536;46;Female;7000;CA;28;1;28
73097;70;Male;2000;OK;66;9;0
30305;79;Male;5000;GA;72;6;10
47112;41;Male;2000;IN;189;13;10
60638;72;Female;2000;IL;85;8;5
90241;88;Male;5000;CA;206;27;5
33436;71;Female;4000;FL;181;33;2
79925;98;Female;2000;TX;77;5;10
36575;40;Female;5000;AL;32;3;10
99645;50;Female;5000;AK;115;6;5
46033;74;Female;2000;IN;283;13;5
84020;36;Male;7000;UT;80;10;5
74132;37;Male;4000;OK;84;10;3
62220;53;Male;5000;IL;200;13;5
32427;74;Female;2000;FL;110;11;3
50220;45;Male;5000;IA;80;8;5
35773;80;Male;4000;AL;196;21;5
60510;41;Female;7000;IL;126;11;5
97128;58;Male;2000;OR;33;4;3
48221;72;Male;7000;MI;34;3;5
29455;56;Male;2000;SC;15;1;15
38614;68;Female;7000;MS;39;3;10
97402;48;Male;3000;OR;15;1;15
87031;58;Male;4000;NM;168;13;5
77268;52;Male;6000;TX;50;1;50
85708;27;Male;6000;AZ;78;6;10
48027;72;Female;2000;MI;148;22;2
29651;80;Male;4000;SC;288;15;10
55391;57;Female;3000;MN;55;3;10
90025;65;Female;5000;CA;75;3;25
60067;38;Male;7000;IL;55;3;10
76148;49;Female;3000;TX;39;5;5
48135;48;Female;3000;MI;177;12;10
49445;41;Female;5000;MI;65;4;5
48073;45;Female;5000;MI;141;12;5
79607;36;Male;6000;TX;52;8;3
56258;89;Female;2000;MN;149;19;3
90068;45;U;5000;CA;102;6;5
39042;31;Female;5000;MS;45;5;3
27107;50;Female;4000;NC;105;15;1
64870;69;Female;6000;MO;257;16;5
78703;52;Female;3000;TX;26;2;10
28327;51;Female;4000;NC;82;12;3
77084;32;Male;6000;TX;45;3;15
91901;68;Male;7000;CA;25;1;25
47670;93;Female;7000;IN;642;31;10
60056;70;Female;7000;IL;15;1;15
35603;38;Female;5000;AL;57;4;10
92508;73;Female;3000;CA;83;14;2
88030;79;Female;1000;NM;183;21;5
65401;85;Male;2000;MO;115;7;10
53188;54;Female;7000;WI;15;1;15
91765;45;Female;7000;CA;356;15;5
34481;91;Male;5000;FL;111;12;5
48186;46;Female;5000;MI;35;1;35
32817;61;Female;6000;FL;303;16;5
33881;26;Female;1000;FL;20;2;5
55444;76;Male;4000;MN;42;6;4
53405;53;Female;5000;WI;25;2;10
49337;59;Female;5000;MI;117;12;3
27017;53;Male;3000;NC;108;15;5
60611;73;Female;1000;IL;25;3;5
78245;66;Female;6000;TX;105;9;5
39301;80;Female;2000;MS;71;5;5
70122;69;Male;4000;LA;100;10;10
66951;74;Male;2000;KS;117;20;2
53224;80;Female;5000;WI;102;15;3
29401;60;Male;2000;SC;25;1;25
32225;68;Male;1000;FL;103;24;3
29642;52;Male;5000;SC;135;16;3
27406;52;Male;4000;NC;80;12;5
88220;62;U;1000;NM;91;8;5
82501;70;Female;3000;WY;109;19;4
83501;59;Female;1000;ID;79;6;10
78757;31;Female;4000;TX;80;5;10
63435;74;Female;6000;MO;105;14;3
85623;32;Female;7000;AZ;35;3;5
95776;44;Male;3000;CA;45;3;5
58601;36;Female;5000;ND;77;8;3
38851;75;Male;2000;MS;71;9;3
35244;26;Male;4000;AL;35;2;15
93010;78;Female;6000;CA;85;3;10
48180;43;Male;3000;MI;52;4;10
85635;37;Male;4000;AZ;266;24;3
76133;75;Male;4000;TX;81;10;3
46402;66;Male;3000;IN;123;10;5
30045;54;Female;5000;GA;20;1;20
98026;88;Female;3000;WA;119;23;3
53402;84;Male;2000;WI;124;17;3
61115;70;Female;4000;IL;171;8;10
90068;68;Male;7000;CA;76;8;5
30909;56;Female;5000;GA;41;5;5
35222;40;Female;5000;AL;111;9;5
53538;62;Female;6000;WI;112;12;5
98387;59;Female;5000;WA;242;16;5
93109;86;Male;5000;CA;93;7;5
65265;44;Male;3000;MO;26;2;10
97477;64;Female;1000;OR;35;2;15
90510;64;Female;7000;CA;59;7;5
33037;87;Female;3000;FL;18;3;3
53223;67;U;6000;WI;45;3;5
80221;76;Female;3000;CO;101;20;2
75154;47;Female;3000;TX;59;7;5
34680;80;Male;2000;FL;354;22;4
36117;51;Female;4000;AL;45;8;3
77079;83;Male;5000;TX;356;20;2
48858;72;Female;2000;MI;337;22;10
35216;48;Female;5000;AL;114;7;10
81050;41;Female;5000;CO;190;7;10
60068;71;Female;7000;IL;40;3;10
76567;74;Female;1000;TX;25;1;25
67217;54;Female;5000;KS;134;18;2
91773;56;Female;1000;CA;41;3;5
76049;80;Female;6000;TX;32;2;15
84105;86;Male;7000;UT;126;9;3
48872;77;Female;2000;MI;165;13;5
95409;81;Male;2000;CA;159;12;5
92071;52;Male;5000;CA;28;2;13
70456;83;Female;4000;LA;165;20;3
38655;52;Female;5000;MS;20;1;20
60622;58;Female;7000;IL;116;10;10
65775;77;Female;1000;MO;43;7;5
95249;64;Male;4000;CA;67;6;5
53024;38;Female;5000;WI;26;2;6
53202;61;Male;3000;WI;20;1;20
28714;84;Male;6000;NC;20;1;20
98405;68;Female;4000;WA;83;7;6
98550;76;Male;2000;WA;134;16;5
37821;56;Female;3000;TN;49;4;10
60402;34;Female;2000;IL;282;19;10
60411;39;Female;5000;IL;33;4;3
54914;44;Female;5000;WI;130;18;3
64133;51;Male;6000;MO;18;1;18
78950;78;Female;3000;TX;277;47;3
57445;46;Female;6000;SD;70;9;3
78731;74;Male;5000;TX;222;17;3
92708;45;Female;7000;CA;105;12;5
84106;40;Female;1000;UT;196;24;1
80026;67;Male;6000;CO;68;17;2
31796;34;Male;5000;GA;26;2;10
52402;42;Male;5000;IA;224;26;4
32608;69;Male;2000;FL;40;3;10
89802;40;Male;5000;NV;24;3;5
92008;75;Female;5000;CA;49;5;5
73075;57;Female;2000;OK;60;4;5
97402;79;Female;2000;OR;310;33;3
37215;69;Female;7000;TN;91;11;3
85015;52;Female;4000;AZ;80;9;3
77082;42;Female;4000;TX;142;19;0
94566;66;Female;5000;CA;20;1;20
77585;63;Male;3000;TX;93;6;5
34465;73;Male;2000;FL;109;10;5
76179;55;Male;5000;TX;70;3;15
38860;72;Male;5000;MS;220;20;5
27565;44;Female;5000;NC;41;4;5
46356;46;Male;5000;IN;102;20;0
32778;76;Male;4000;FL;50;7;5
72015;56;Female;5000;AR;150;15;3
49450;77;Female;2000;MI;106;10;5
33436;74;Female;4000;FL;97;8;4
27244;47;Female;6000;NC;45;3;10
27520;69;Female;3000;NC;70;11;3
33030;84;Female;7000;FL;20;1;20
98208;41;Female;4000;WA;280;7;5
87301;36;Female;1000;NM;81;22;2
77093;70;Male;1000;TX;129;14;5
40104;51;Male;4000;KY;62;12;3
62454;48;Female;5000;IL;15;1;15
75224;65;Female;6000;TX;109;6;10
33825;48;Female;2000;FL;148;13;3
60126;73;Male;6000;IL;63;8;3
90275;50;Female;7000;CA;64;6;4
38308;51;Male;1000;TN;81;5;5
61832;69;Female;4000;IL;57;6;3
78723;54;Female;4000;TX;109;11;4
36541;46;Male;1000;AL;95;4;15
49509;44;Male;5000;MI;74;6;5
93279;34;Female;2000;CA;117;13;5
32159;74;Male;2000;FL;97;10;5
46835;64;Male;4000;IN;137;8;12
61614;66;Male;5000;IL;143;6;10
91977;46;Female;2000;CA;103;10;5
31015;56;Male;3000;GA;146;12;5
55319;65;Female;4000;MN;69;9;3
98409;83;Male;1000;WA;185;18;5
93010;39;Male;3000;CA;145;4;25
95814;77;Female;2000;CA;90;9;5
94952;89;U;2000;CA;274;43;3
78953;38;Female;5000;TX;31;8;3
35406;60;Male;5000;AL;30;2;15
75211;28;Male;3000;TX;35;2;10
30721;48;Female;5000;GA;117;12;5
60046;32;Male;7000;IL;20;1;20
80123;55;Male;7000;CO;50;4;10
48197;54;Female;7000;MI;20;2;5
75126;44;Male;5000;TX;160;11;5
94903;80;Female;6000;CA;142;13;5
46580;49;Male;7000;IN;20;1;20
71360;69;Female;2000;LA;129;14;3
98264;90;Female;4000;WA;233;34;3
91351;46;Male;7000;CA;58;9;5
89103;65;Male;5000;NV;179;18;5
60617;54;Male;4000;IL;15;1;15
53012;73;Female;1000;WI;220;17;5
98058;36;Male;7000;WA;40;6;3
93111;40;Male;3000;CA;75;3;25
98198;77;Female;5000;WA;99;15;5
57040;62;Male;6000;SD;61;16;2
92051;68;Female;5000;CA;282;21;5
36111;74;Female;5000;AL;55;4;10
34974;52;Male;4000;FL;58;5;5
98027;31;Male;5000;WA;20;1;20
94061;50;Female;6000;CA;232;15;0
99577;58;Male;2000;AK;60;6;5
81632;41;Female;7000;CO;55;5;3
34238;76;Female;1000;FL;278;18;6
09459;36;Male;2000;AE;270;10;20
27863;26;Female;6000;NC;23;1;23
90059;62;Female;1000;CA;50;4;5
78759;89;Male;1000;TX;18;1;18
34235;27;Male;4000;FL;57;5;10
85373;74;U;4000;AZ;215;20;3
75241;70;Female;5000;TX;20;1;20
92037;74;Female;3000;CA;175;10;5
54868;81;Female;3000;WI;81;9;5
53143;88;Female;7000;WI;81;5;6
89107;34;Male;4000;NV;20;1;20
30907;82;Male;1000;GA;93;6;5
48094;43;Male;3000;MI;31;3;5
49627;72;Male;7000;MI;31;3;5
41071;74;Female;2000;KY;34;4;3
33062;80;Male;5000;FL;104;19;2
91945;78;Female;2000;CA;62;6;5
98121;46;Male;6000;WA;20;1;20
33411;73;Female;7000;FL;108;12;4
32707;59;Female;5000;FL;85;13;5
79915;66;Male;4000;TX;106;22;3
55406;66;Female;7000;MN;75;2;25
76092;34;Female;6000;TX;157;7;2
55330;44;Female;5000;MN;15;1;15
30540;38;Female;1000;GA;25;1;25
73401;88;Male;6000;OK;25;1;25
48840;26;Female;3000;MI;88;7;6
77030;54;Female;7000;TX;67;3;20
42159;60;Female;3000;KY;15;1;15
71923;74;Male;4000;AR;339;26;5
42223;30;Male;3000;KY;20;1;20
97380;62;Male;1000;OR;57;19;2
95014;40;Female;6000;CA;99;8;7
48026;39;Female;5000;MI;48;4;5
37411;68;Female;2000;TN;310;14;2
49001;56;Female;3000;MI;49;7;3
38305;70;Male;7000;TN;284;22;5
94523;74;Male;6000;CA;537;41;3
48377;77;Female;5000;MI;144;16;5
80907;42;Male;2000;CO;120;10;0
33543;77;Male;2000;FL;26;4;5
53219;73;Female;2000;WI;353;25;5
54416;68;Male;1000;WI;116;14;3
32765;81;Female;2000;FL;15;1;15
75006;82;Male;4000;TX;70;4;10
85718;80;Male;5000;AZ;30;2;10
46112;83;Male;1000;IN;140;21;3
34744;56;Female;5000;FL;66;8;3
95660;39;Female;4000;CA;40;4;10
57759;87;Male;2000;SD;120;11;5
46514;68;Male;4000;IN;177;11;10
33415;71;Female;4000;FL;53;4;5
77642;51;Male;5000;TX;266;14;10
32907;64;Male;4000;FL;141;12;4
79424;48;J;2000;TX;91;7;10
56544;66;Male;4000;MN;57;9;3
78380;75;Male;4000;TX;245;36;0
63129;72;Female;3000;MO;96;9;5
29045;54;Female;5000;SC;82;12;2
56353;82;Female;2000;MN;159;21;5
48111;50;Male;7000;MI;30;2;10
53143;52;Female;5000;WI;20;2;5
30035;52;Female;3000;GA;126;11;5
78729;48;Male;2000;TX;184;20;3
31047;56;Male;4000;GA;20;1;20
31206;60;Male;5000;GA;37;8;1
61801;49;Male;4000;IL;227;7;25
33019;83;Male;4000;FL;355;9;25
99645;40;Male;5000;AK;46;4;5
98626;48;Female;4000;WA;47;3;15
78239;45;Female;5000;TX;124;19;3
60473;70;Male;5000;IL;88;13;3
32277;50;Female;4000;FL;105;12;5
69101;70;Female;6000;NE;78;24;2
35216;34;Male;5000;AL;50;3;10
34239;56;Male;7000;FL;25;1;25
60201;72;Male;5000;IL;30;2;10
78130;63;Female;3000;TX;180;21;3
72703;85;Male;3000;AR;122;13;3
67601;82;Female;5000;KS;114;11;3
60505;38;Male;5000;IL;27;4;5
95204;77;Female;2000;CA;159;15;3
28601;67;Male;4000;NC;36;5;3
48446;65;Female;2000;MI;35;4;5
93065;82;Female;7000;CA;36;6;5
48708;48;Female;6000;MI;44;4;5
64133;71;Female;5000;MO;98;11;5
98358;79;Female;2000;WA;205;12;10
92009;66;Female;6000;CA;69;10;3
93277;39;Male;5000;CA;77;10;3
85351;64;Male;3000;AZ;36;5;5
76528;49;Female;5000;TX;52;4;10
61021;77;Female;1000;IL;328;23;5
91941;72;Male;5000;CA;149;11;5
77060;55;Male;4000;TX;69;6;10
90622;47;Female;6000;CA;79;20;2
53223;84;Male;3000;WI;37;5;3
90293;46;Female;7000;CA;70;5;10
14150;88;Female;1000;NY;63;10;3
93654;39;Female;4000;CA;30;2;10
74063;64;Male;4000;OK;346;20;5
48228;56;Female;7000;MI;60;3;10
75142;65;Female;5000;TX;212;16;2
33928;74;Female;5000;FL;45;3;10
29607;72;Female;2000;SC;121;13;3
49417;41;Female;3000;MI;115;9;3
54806;46;Male;3000;WI;53;12;3
98056;48;Female;4000;WA;28;3;3
65109;43;Female;3000;MO;122;14;3
46985;50;Female;5000;IN;224;17;5
76240;66;Male;6000;TX;20;1;20
27249;38;Female;3000;NC;35;4;5
87410;51;Male;2000;NM;108;8;10
46952;60;Female;4000;IN;48;7;5
66503;32;Male;2000;KS;94;4;20
46323;38;Male;5000;IN;30;2;10
91761;56;Female;4000;CA;35;3;5
80813;59;Male;5000;CO;48;5;3
53801;39;Female;3000;WI;197;35;2
46382;50;Female;5000;IN;520;18;10
40701;60;Female;3000;KY;100;2;50
29461;51;Female;5000;SC;26;2;6
77511;60;Female;5000;TX;344;27;5
60110;42;Female;2000;IL;56;6;3
60050;60;Female;2000;IL;44;5;5
55961;77;Male;1000;MN;74;18;3
90245;50;Female;5000;CA;118;16;5
61704;46;Female;6000;IL;33;4;3
32310;71;Female;5000;FL;96;12;5
94134;53;Male;5000;CA;82;4;10
77079;85;Male;5000;TX;260;25;3
54471;43;Male;3000;WI;35;5;5
96816;70;Male;2000;HI;78;9;5
94558;38;Female;3000;CA;30;2;10
48439;76;Female;5000;MI;50;4;5
34668;73;Male;2000;FL;67;4;10
85382;58;Male;7000;AZ;30;3;5
63051;65;Female;4000;MO;285;6;10
60441;40;Female;4000;IL;50;3;10
47346;72;Female;3000;IN;150;12;3
64504;52;Female;7000;MO;30;3;10
38863;84;Male;5000;MS;88;12;3
60433;91;Female;3000;IL;58;6;5
33487;68;Male;2000;FL;133;18;3
76504;48;Female;4000;TX;25;1;25
91740;32;Male;4000;CA;55;3;5
95136;51;Female;3000;CA;20;1;20
37153;38;Female;2000;TN;50;1;50
85373;74;Male;6000;AZ;113;9;5
49417;50;Female;5000;MI;167;5;25
33177;64;Female;5000;FL;215;15;5
30180;49;Male;2000;GA;20;1;20
39194;84;Female;6000;MS;70;10;4
91436;72;Female;4000;CA;80;2;30
60107;34;Female;6000;IL;231;22;4
55441;49;Female;6000;MN;30;2;10
78226;64;Female;2000;TX;30;2;10
63049;50;Female;2000;MO;50;2;20
80203;76;Male;1000;CO;15;1;15
56068;41;Female;3000;MN;198;15;5
68133;38;Female;4000;NE;111;6;10
27829;62;Female;3000;NC;205;18;7
94306;77;Male;5000;CA;228;16;3
73106;56;Male;7000;OK;285;10;0
93960;72;Female;2000;CA;25;2;10
97321;96;Male;5000;OR;289;18;5
98503;77;Female;1000;WA;90;5;15
87740;36;Female;3000;NM;154;39;3
60411;48;Male;5000;IL;99;10;5
33060;67;Male;5000;FL;106;17;3
47620;48;Female;5000;IN;87;8;3
28804;58;Female;1000;NC;15;1;15
33584;93;Male;1000;FL;65;3;20
78947;36;Female;5000;TX;136;16;5
90601;50;Female;7000;CA;74;6;5
65202;56;Female;2000;MO;80;4;15
33706;79;Male;3000;FL;134;16;5
80401;72;Male;5000;CO;122;22;3
30034;64;Female;5000;GA;37;3;10
95694;40;Male;4000;CA;54;9;3
92392;64;Female;5000;CA;145;16;5
77016;26;Female;6000;TX;30;3;5
48009;30;Female;4000;MI;30;2;10
60516;61;Male;7000;IL;199;15;5
89410;69;Male;5000;NV;86;8;5
37110;73;Female;7000;TN;89;14;5
92807;53;Male;7000;CA;87;6;10
33809;83;Female;2000;FL;122;20;5
67701;69;Male;2000;KS;38;2;13
92612;28;Male;1000;CA;15;1;15
71266;69;Male;5000;LA;116;14;3
67005;79;Female;3000;KS;95;16;5
91978;64;Female;3000;CA;26;3;5
98168;60;Male;4000;WA;20;1;20
92154;74;Male;3000;CA;114;11;5
30904;91;Female;1000;GA;155;23;3
34667;75;Male;5000;FL;135;28;3
63011;72;Male;6000;MO;27;3;5
84321;88;Male;1000;UT;20;1;20
77304;76;Male;4000;TX;139;22;3
71603;59;Male;6000;AR;46;4;5
71060;50;Female;2000;LA;93;9;5
49464;85;Male;2000;MI;31;3;5
51041;38;Female;6000;IA;1283;35;5
37066;44;Female;2000;TN;30;2;15
34210;75;Female;3000;FL;88;5;5
92805;38;Male;5000;CA;50;5;10
95665;91;Female;2000;CA;200;11;5
94598;67;Male;6000;CA;41;3;10
92708;46;Male;5000;CA;182;14;3
76054;72;Male;4000;TX;40;2;10
33019;84;Male;3000;FL;109;9;5
98660;81;Male;6000;WA;46;4;5
50586;72;Female;5000;IA;104;19;3
33952;37;Male;4000;FL;239;23;1
72076;68;Female;3000;AR;103;6;10
98033;93;Male;6000;WA;80;8;3
92508;36;Male;7000;CA;86;7;6
33030;56;Female;4000;FL;27;3;5
98125;74;Male;1000;WA;155;16;3
33176;59;Female;7000;FL;225;18;5
37406;62;Female;4000;TN;125;6;10
87111;66;Female;6000;NM;56;8;3
33890;26;Female;2000;FL;36;7;3
55118;75;Male;1000;MN;81;7;5
92691;72;Male;6000;CA;51;5;5
36420;54;Female;2000;AL;22;3;5
90640;54;Female;7000;CA;56;3;15
94804;74;Female;3000;CA;63;7;3
33624;44;Female;5000;FL;30;2;5
33040;61;Female;4000;FL;67;11;3
98446;82;Male;2000;WA;31;6;5
49120;38;Female;1000;MI;76;8;5
48653;81;Female;2000;MI;113;10;5
54474;57;Female;5000;WI;210;14;10
32127;79;Male;7000;FL;163;12;10
62644;76;Male;1000;IL;160;33;2
49001;64;Male;4000;MI;340;42;0
73110;48;Male;5000;OK;45;3;15
37617;74;Female;3000;TN;126;14;5
96150;46;Male;1000;CA;112;6;10
48206;70;Male;2000;MI;20;1;20
74871;31;Female;2000;OK;45;12;2
48843;56;Female;3000;MI;205;15;6
47512;46;Female;3000;IN;79;24;1
48152;51;Female;5000;MI;288;16;3
92020;32;Female;2000;CA;40;2;20
60624;63;Male;5000;IL;92;8;5
89701;74;Male;4000;NV;56;8;5
51501;55;Male;4000;IA;37;3;10
61615;37;Male;5000;IL;201;29;3
60457;26;Female;5000;IL;42;5;5
90034;74;Male;1000;CA;106;5;18
33408;48;Male;4000;FL;21;2;5
95682;46;Female;7000;CA;158;20;5
33483;68;Male;6000;FL;20;1;20
48126;84;Female;2000;MI;41;11;2
65775;73;Female;2000;MO;148;13;3
49854;50;Male;1000;MI;117;8;5
95361;80;Male;2000;CA;90;10;3
61109;38;Female;3000;IL;37;3;10
92123;75;Male;5000;CA;62;7;5
33170;49;Male;4000;FL;214;20;5
33852;88;Female;1000;FL;20;2;5
33597;75;Male;3000;FL;234;21;3
37416;71;Male;5000;TN;20;1;20
93704;44;Female;2000;CA;161;15;3
46342;63;Female;3000;IN;76;12;5
32084;80;Male;5000;FL;18;2;3
46545;76;Male;1000;IN;143;10;5
33025;22;Female;4000;FL;47;3;10
59457;40;Female;2000;MT;107;13;3
97338;57;Male;2000;OR;124;10;5
92105;82;Female;3000;CA;92;10;3
30024;56;Male;7000;GA;60;9;3
64428;46;Female;5000;MO;62;7;5
60616;34;Female;5000;IL;40;4;5
48178;45;Female;4000;MI;267;18;5
66092;72;Male;4000;KS;25;2;5
94564;70;Male;6000;CA;95;12;5
79924;66;Female;1000;TX;37;5;5
33647;43;Female;4000;FL;26;2;5
48235;77;Male;5000;MI;99;10;5
46218;68;Female;2000;IN;168;15;5
79606;69;Female;1000;TX;47;11;1
77506;73;Male;2000;TX;48;11;3
85015;77;Female;2000;AZ;200;9;5
53528;46;Female;5000;WI;25;1;25
90201;28;Male;1000;CA;45;2;20
94087;49;Female;7000;CA;111;10;5
91107;81;Female;6000;CA;246;8;5
77598;35;Female;4000;TX;63;14;3
78232;49;Male;6000;TX;218;24;1
62234;28;Female;3000;IL;59;6;5
91978;48;Female;4000;CA;177;20;3
96817;56;Male;7000;HI;40;2;20
90242;80;Male;4000;CA;45;3;5
90292;73;Male;5000;CA;261;23;5
71301;89;Male;2000;LA;266;27;3
30605;57;Male;7000;GA;95;7;5
85028;66;Female;5000;AZ;25;1;25
53597;35;Male;4000;WI;119;17;3
73013;50;Male;5000;OK;30;2;10
46725;32;Male;4000;IN;51;5;5
77365;64;Female;1000;TX;142;20;3
31646;70;U;2000;GA;70;11;5
55044;58;Female;4000;MN;122;9;5
81005;47;Female;4000;CO;57;7;2
70043;45;Female;7000;LA;97;15;3
55113;38;Female;4000;MN;30;3;5
27909;74;Male;3000;NC;59;8;3
95360;59;Female;2000;CA;77;5;10
38671;77;Female;7000;MS;112;13;5
99301;60;Female;3000;WA;20;1;20
39440;57;Female;7000;MS;269;16;5
81425;77;Female;4000;CO;191;24;3
76048;76;Female;6000;TX;138;21;0
27355;86;Female;2000;NC;93;20;3
36106;38;Female;3000;AL;94;7;10
41018;73;Male;4000;KY;492;16;15
95624;62;Female;4000;CA;91;7;5
60647;53;Female;5000;IL;75;7;5
55426;65;Female;3000;MN;95;7;5
55092;56;Male;4000;MN;135;8;10
55016;65;Male;3000;MN;52;5;3
32780;85;Female;4000;FL;113;12;2
34434;89;Male;3000;FL;57;10;3
88030;54;Male;1000;NM;134;17;3
80209;84;Female;5000;CO;69;10;5
49004;71;Female;6000;MI;35;3;5
52003;48;Female;3000;IA;227;24;3
32506;69;Male;5000;FL;30;3;5
90049;74;Male;6000;CA;45;2;20
32791;68;Female;1000;FL;72;6;5
70116;72;Female;5000;LA;172;26;3
99362;84;Female;6000;WA;32;4;5
93436;78;Male;3000;CA;50;4;5
34952;72;Female;4000;FL;20;1;20
74881;65;Female;1000;OK;103;17;3
83501;74;Male;5000;ID;141;11;5
79345;43;Female;3000;TX;64;7;5
63017;78;Female;7000;MO;59;6;3
34990;75;Male;2000;FL;64;9;4
33543;90;Female;2000;FL;95;12;2
66109;74;Female;4000;KS;67;7;5
33076;62;Male;7000;FL;72;6;5
92021;36;Female;4000;CA;242;20;5
48877;33;Female;1000;MI;158;15;5
54235;91;Male;6000;WI;41;3;6
95765;52;Female;4000;CA;210;16;5
75081;89;Female;1000;TX;218;17;4
95949;71;Male;2000;CA;40;4;5
63017;44;Male;6000;MO;15;1;15
55445;69;Male;4000;MN;29;5;3
29556;46;Female;2000;SC;38;7;2
77024;66;Female;7000;TX;111;8;5
74014;46;Female;7000;OK;383;28;5
95988;90;Female;3000;CA;124;14;1
97415;85;Female;1000;OR;70;12;5
75062;61;Male;5000;TX;76;7;3
39402;59;Male;7000;MS;92;6;5
98109;58;Male;1000;WA;163;8;5
65051;52;Male;2000;MO;72;7;5
61776;72;Female;2000;IL;96;14;3
28687;62;Female;5000;NC;126;13;5
62401;87;Male;4000;IL;37;7;5
95374;39;Female;2000;CA;101;18;3
85013;50;Male;4000;AZ;40;2;20
62801;49;Male;3000;IL;79;5;5
48348;54;Male;5000;MI;20;1;20
76801;77;Female;7000;TX;119;8;5
94803;66;Female;7000;CA;110;5;5
60490;22;Male;6000;IL;117;14;5
90272;74;Female;6000;CA;50;7;5
95608;59;Female;6000;CA;43;9;3
76273;60;Female;5000;TX;92;8;5
91301;75;Male;4000;CA;135;16;5
80918;47;Female;6000;CO;243;22;3
28457;79;Female;2000;NC;382;44;5
90808;76;Male;1000;CA;83;21;2
58502;95;Male;6000;ND;62;4;5
85304;50;Male;6000;AZ;15;1;15
30622;94;Female;5000;GA;230;14;5
46041;78;Male;2000;IN;63;6;3
52401;35;Female;4000;IA;52;4;7
55340;46;Male;4000;MN;112;10;5
37174;34;Male;6000;TN;39;6;3
54220;54;Male;6000;WI;28;2;13
40759;70;Male;1000;KY;348;8;30
33325;88;Female;1000;FL;72;7;5
38127;46;Female;4000;TN;35;3;5
77651;66;Male;7000;TX;111;15;3
45365;84;Male;3000;OH;29;2;6
60632;30;Female;3000;IL;62;7;5
40272;39;Male;5000;KY;244;8;10
