ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
98404;64;Male;4000;WA;140;6;15
37618;39;Male;5000;TN;171;13;5
60453;53;Female;5000;IL;38;11;2
53913;67;Male;4000;WI;46;3;10
63901;1;Female;1000;MO;156;32;3
90022;28;Male;4000;CA;25;1;25
60076;78;Male;7000;IL;214;10;10
97266;87;Female;2000;OR;227;8;20
60411;93;Female;5000;IL;84;22;2
97103;50;Female;3000;OR;170;16;5
32506;49;Female;5000;FL;88;11;5
42503;42;Male;4000;KY;28;2;8
33841;42;Female;3000;FL;102;20;5
89108;55;Male;4000;NV;25;1;25
60634;24;Male;7000;IL;35;2;15
77478;50;Female;7000;TX;50;5;5
90027;74;U;5000;CA;36;4;5
94539;35;Male;5000;CA;70;12;2
49038;78;Female;2000;MI;262;25;4
78676;86;Female;3000;TX;58;7;5
98027;78;Male;7000;WA;570;15;25
48223;37;Female;4000;MI;30;2;10
83301;76;Male;7000;ID;208;20;5
60619;56;Female;2000;IL;77;10;3
93510;42;Female;3000;CA;95;3;20
58102;87;Female;2000;ND;50;8;2
46360;72;Female;5000;IN;114;24;3
98312;79;Female;3000;WA;97;9;5
56465;89;Male;3000;MN;35;2;10
61843;90;Male;2000;IL;81;5;5
75070;66;Female;5000;TX;30;2;5
40214;62;Male;5000;KY;25;2;10
95382;52;Female;3000;CA;65;4;5
64015;32;Male;1000;MO;47;4;4
92008;80;Male;6000;CA;52;7;3
29481;48;Male;5000;SC;60;3;20
94611;68;U;6000;CA;20;1;20
31520;69;Female;1000;GA;37;5;5
85023;48;Male;6000;AZ;50;3;10
27534;46;Female;5000;NC;40;3;5
60085;73;Female;5000;IL;45;8;3
85936;66;Female;7000;AZ;172;17;4
65807;50;Female;3000;MO;20;2;5
97756;72;Female;2000;OR;88;7;5
92627;80;Female;5000;CA;45;3;10
28539;51;Male;5000;NC;100;3;25
82602;38;Male;4000;WY;25;1;25
97470;34;Female;2000;OR;20;1;20
46241;56;Female;3000;IN;42;5;5
93307;54;Female;5000;CA;32;3;10
48124;80;Female;4000;MI;47;5;5
49015;69;Male;2000;MI;27;7;3
91789;66;Female;3000;CA;154;20;5
66204;65;Female;3000;KS;66;17;3
77007;56;Male;4000;TX;218;8;10
35986;68;Female;5000;AL;292;28;5
93436;70;Male;3000;CA;94;6;5
39701;50;Female;5000;MS;127;14;5
95357;75;Male;4000;CA;101;12;3
48383;33;Female;6000;MI;35;2;10
76028;58;Female;5000;TX;151;18;5
39429;50;Female;6000;MS;108;10;5
84037;45;Female;3000;UT;56;8;3
94596;50;Female;5000;CA;177;11;10
97045;54;Female;5000;OR;256;17;5
87740;55;Female;4000;NM;195;14;3
56187;86;Female;3000;MN;167;25;0
75418;76;Male;2000;TX;74;13;3
46241;52;Male;2000;IN;55;10;3
77098;42;Male;7000;TX;86;5;15
78363;49;Female;5000;TX;80;8;5
80011;50;Female;4000;CO;31;3;3
97303;48;Male;4000;OR;62;7;5
60093;85;Female;3000;IL;20;2;5
54556;61;Male;1000;WI;298;25;5
78744;48;Female;5000;TX;20;1;20
92505;96;Female;4000;CA;48;8;3
78059;40;Male;1000;TX;81;8;3
40769;94;Female;1000;KY;77;5;5
40242;74;Female;1000;KY;20;1;20
91335;63;Female;6000;CA;15;1;15
52044;52;Female;2000;IA;56;5;5
92243;46;Female;5000;CA;57;3;15
85629;42;Female;3000;AZ;190;15;5
97217;56;Female;2000;OR;95;17;4
78218;80;Male;6000;TX;143;8;10
91605;69;Male;7000;CA;94;9;5
27331;72;Male;2000;NC;185;19;5
93065;50;Male;7000;CA;30;4;5
92648;73;Male;4000;CA;158;8;3
60439;85;Female;1000;IL;109;12;3
78501;39;Female;6000;TX;40;3;10
94804;54;Female;6000;CA;140;10;5
28097;56;Female;4000;NC;135;9;5
33441;92;Female;5000;FL;141;11;10
78598;74;Female;1000;TX;50;2;25
55117;52;Male;5000;MN;64;6;5
93643;64;Male;1000;CA;210;2;105
29906;34;Female;2000;SC;70;3;20
75067;72;Male;2000;TX;136;15;3
95452;63;Male;5000;CA;202;14;5
70634;84;Female;5000;LA;107;11;5
28120;55;Male;5000;NC;87;6;10
87123;58;Male;3000;NM;20;1;20
57006;55;Male;5000;SD;67;11;3
32216;40;U;3000;FL;329;21;5
94022;78;Female;7000;CA;138;15;5
35601;44;Female;2000;AL;25;2;5
93204;78;Female;6000;CA;73;13;3
90305;58;Male;5000;CA;229;15;5
82520;76;Female;2000;WY;105;6;5
91719;63;Male;7000;CA;115;6;15
37732;38;Female;4000;TN;55;6;5
27410;77;Male;7000;NC;80;4;10
60542;76;Male;2000;IL;50;3;10
85602;92;Female;1000;AZ;274;40;2
56501;78;Female;1000;MN;207;27;2
93041;66;Female;5000;CA;434;44;2
54313;71;Male;4000;WI;295;20;5
54449;42;Male;3000;WI;51;5;5
47905;70;Female;2000;IN;37;3;10
91402;83;J;2000;CA;201;24;3
34203;69;Female;6000;FL;65;5;5
99508;42;Female;4000;AK;85;5;15
61701;57;Female;2000;IL;15;1;15
76932;38;Male;4000;TX;205;23;5
80916;31;Female;2000;CO;54;5;5
32210;58;Female;7000;FL;25;1;25
41522;66;Male;7000;KY;25;4;5
35801;72;Female;1000;AL;161;11;5
60647;54;Female;5000;IL;92;6;5
48323;68;Male;6000;MI;82;8;3
60008;72;Female;4000;IL;132;17;0
76651;50;Female;5000;TX;51;4;10
96080;60;Female;5000;CA;28;6;3
57069;67;Male;2000;SD;103;21;2
92509;35;Female;4000;CA;130;4;25
85020;68;Male;7000;AZ;66;8;3
96757;35;Female;4000;HI;76;5;5
50501;65;Male;2000;IA;110;19;3
91361;70;Male;6000;CA;147;12;5
84664;59;Female;7000;UT;15;1;15
33309;84;Female;2000;FL;34;4;6
30101;72;J;5000;GA;245;15;5
86336;78;Male;7000;AZ;25;1;25
70002;69;Female;5000;LA;144;36;1
47978;82;Female;3000;IN;119;10;5
48197;44;Female;7000;MI;111;8;5
92359;70;Female;2000;CA;100;15;4
57401;63;Male;2000;SD;120;11;5
78216;69;Male;2000;TX;54;6;3
33614;33;Male;4000;FL;30;3;10
46741;82;Female;5000;IN;187;28;2
94945;64;Male;4000;CA;20;2;5
30033;42;Female;4000;GA;284;35;5
76501;56;Female;3000;TX;169;20;5
85283;31;Female;6000;AZ;77;5;10
77502;54;Male;6000;TX;27;3;5
28334;73;Male;2000;NC;32;4;5
55057;47;Female;5000;MN;99;14;2
73750;74;Male;3000;OK;225;10;5
90602;57;Male;6000;CA;114;8;10
98373;74;Male;4000;WA;189;18;5
52577;38;Female;2000;IA;56;9;3
27616;64;Female;5000;NC;93;9;3
72855;75;Male;2000;AR;131;13;5
27217;74;Female;2000;NC;114;9;5
48069;43;Female;3000;MI;15;1;15
54724;67;Female;1000;WI;95;15;3
46319;85;Male;4000;IN;26;2;10
89115;45;Female;5000;NV;152;10;5
60657;38;Male;2000;IL;100;10;5
98026;56;Female;6000;WA;123;10;5
92807;55;U;7000;CA;101;28;3
62220;95;Male;1000;IL;78;5;5
33606;53;Male;7000;FL;30;2;10
92506;57;Female;7000;CA;139;17;5
32952;58;Female;6000;FL;67;6;3
92210;86;Male;5000;CA;187;13;5
30022;50;Female;7000;GA;23;1;23
29152;36;Female;2000;SC;87;9;3
46173;42;Female;6000;IN;166;14;5
71280;51;Female;5000;LA;90;9;5
32962;82;Male;5000;FL;50;10;5
95608;68;Male;6000;CA;30;2;15
29303;47;Female;4000;SC;49;5;5
92647;40;Male;6000;CA;15;1;15
49047;95;Male;2000;MI;143;20;5
34668;79;Female;4000;FL;84;16;2
33830;73;Female;2000;FL;133;18;5
32127;74;Female;5000;FL;73;18;3
77089;51;Male;3000;TX;524;43;4
96101;59;Male;1000;CA;516;54;5
85257;64;Female;5000;AZ;28;3;3
33486;43;Female;7000;FL;40;2;15
35209;71;Female;1000;AL;37;5;5
39520;85;Male;4000;MS;180;7;10
89318;56;Male;7000;NV;44;5;3
93933;44;Female;5000;CA;30;2;10
91722;78;Male;5000;CA;43;4;5
94520;80;Male;1000;CA;132;24;2
78757;52;Female;3000;TX;182;9;15
33415;78;Male;5000;FL;45;4;5
63021;64;Female;1000;MO;35;3;5
48219;81;Female;5000;MI;196;9;15
48111;78;Female;2000;MI;70;7;5
29334;64;Male;5000;SC;84;5;3
85377;76;Female;6000;AZ;79;8;5
99337;64;Female;6000;WA;100;9;5
47374;72;Female;4000;IN;49;5;5
74066;68;Female;7000;OK;99;13;5
57105;84;Female;1000;SD;40;7;5
40601;62;Male;7000;KY;126;8;5
73003;74;Female;2000;OK;200;11;5
92503;87;Female;5000;CA;204;8;20
28792;79;Male;2000;NC;149;13;5
76567;42;Female;6000;TX;47;5;4
72687;53;Female;5000;AR;891;38;10
27407;34;Male;4000;NC;89;5;10
74012;90;Female;2000;OK;60;9;3
31093;47;Male;4000;GA;153;15;5
48238;34;Female;5000;MI;20;1;20
60076;80;Female;5000;IL;34;4;3
33556;65;Male;3000;FL;25;2;10
90027;83;Female;6000;CA;100;6;5
52531;52;Male;6000;IA;182;5;20
89104;52;Male;1000;NV;25;1;25
95501;79;Female;1000;CA;85;7;10
55402;94;Female;7000;MN;99;14;3
79414;60;Female;4000;TX;25;1;25
28027;42;Male;1000;NC;73;7;5
42718;53;Male;4000;KY;100;12;3
33436;46;Male;4000;FL;192;10;5
53072;46;Male;3000;WI;161;11;5
90815;90;Male;2000;CA;159;8;4
33025;88;Male;3000;FL;120;11;5
90241;61;Female;5000;CA;149;13;5
46142;54;Female;7000;IN;88;8;5
39208;37;Female;5000;MS;32;3;5
27542;70;Female;3000;NC;246;17;5
35085;70;Male;6000;AL;26;2;10
71047;24;Male;2000;LA;85;8;3
29464;39;Female;6000;SC;94;8;5
98908;73;Female;2000;WA;25;2;5
55126;61;Female;5000;MN;95;11;3
98908;86;Male;5000;WA;40;4;5
87112;54;Female;4000;NM;114;19;2
95032;62;Female;7000;CA;50;1;50
70807;81;Female;1000;LA;112;16;3
27377;56;Female;5000;NC;15;1;15
48864;51;Female;2000;MI;284;13;5
27217;50;Female;3000;NC;76;8;5
85205;43;Male;7000;AZ;25;1;25
63088;60;Male;6000;MO;162;16;3
73112;60;Male;5000;OK;120;5;20
92322;56;Male;7000;CA;50;5;5
76543;37;Male;4000;TX;360;42;4
48219;50;Male;5000;MI;35;2;15
67546;54;Male;2000;KS;25;2;10
72675;82;Male;1000;AR;266;41;3
98109;74;Female;2000;WA;136;11;5
96143;55;Female;5000;CA;253;13;3
78155;63;Female;5000;TX;69;14;3
91724;62;Male;7000;CA;46;4;5
37075;71;Female;2000;TN;16;3;3
41042;48;Female;4000;KY;50;2;25
95670;80;Male;4000;CA;207;39;5
73132;67;Male;7000;OK;87;12;3
83843;85;Female;2000;ID;66;5;5
48228;67;Male;1000;MI;41;5;5
49203;63;Female;6000;MI;76;5;5
97236;72;Female;5000;OR;186;7;20
98284;80;Male;1000;WA;132;9;5
92567;77;Female;1000;CA;77;10;3
49546;45;Female;5000;MI;87;6;10
33183;61;Male;4000;FL;73;7;5
49010;75;Male;5000;MI;113;14;2
54481;62;Female;6000;WI;15;1;15
70508;55;Male;3000;LA;50;3;10
55102;61;Male;3000;MN;137;13;5
90045;54;Female;1000;CA;20;1;20
63031;32;Female;6000;MO;113;13;5
91107;66;Female;5000;CA;205;8;10
93309;40;Female;5000;CA;49;4;5
60649;80;Female;1000;IL;125;17;3
71109;66;Male;5000;LA;105;10;5
35079;60;Male;2000;AL;64;12;3
92683;51;Female;7000;CA;101;8;5
34233;50;Female;5000;FL;164;11;10
62522;46;Male;2000;IL;122;22;3
27410;58;Female;5000;NC;95;14;4
95129;78;Female;6000;CA;139;33;3
87109;50;Male;5000;NM;87;14;2
90008;74;Male;6000;CA;50;2;25
84070;53;Male;2000;UT;134;10;5
84651;49;Male;3000;UT;50;1;50
36605;72;Male;2000;AL;106;11;3
98223;37;U;4000;WA;25;2;5
27511;76;Female;6000;NC;66;7;5
89014;24;Female;1000;NV;15;1;15
27410;72;Male;4000;NC;42;4;5
90248;52;Male;5000;CA;156;10;3
29412;43;Female;4000;SC;57;5;5
33401;38;Male;7000;FL;25;1;25
91701;37;Male;7000;CA;70;4;10
60440;62;Male;7000;IL;25;1;25
55443;37;Female;7000;MN;25;2;10
27549;70;Male;6000;NC;42;4;5
35594;57;Male;5000;AL;319;25;2
80123;72;Female;1000;CO;25;2;10
32548;72;Female;5000;FL;82;12;3
41031;59;Female;5000;KY;83;9;3
60435;45;Male;5000;IL;200;2;100
99019;59;Male;2000;WA;272;17;0
39092;66;Female;4000;MS;52;7;3
39212;79;Female;2000;MS;322;33;4
34691;54;Male;5000;FL;33;6;3
33460;46;Male;7000;FL;40;3;5
33024;76;Female;3000;FL;94;8;6
27964;71;Male;4000;NC;15;1;15
50316;74;Male;3000;IA;18;1;18
78729;38;Female;5000;TX;26;2;6
28803;38;Male;4000;NC;91;6;10
56090;81;Male;3000;MN;99;9;3
37830;42;Male;6000;TN;122;16;3
73099;85;Female;1000;OK;495;27;10
30068;63;Male;7000;GA;38;2;8
95350;96;Female;2000;CA;144;13;4
53142;49;Male;4000;WI;89;7;8
61848;76;Female;2000;IL;237;40;2
48821;65;Female;5000;MI;15;1;15
77577;54;Female;1000;TX;100;7;5
38253;70;Male;4000;TN;275;15;10
96734;36;Male;4000;HI;149;12;5
28463;40;Female;4000;NC;102;12;5
95215;44;Female;3000;CA;42;3;13
91205;67;Male;5000;CA;180;5;25
56379;53;Male;4000;MN;76;19;2
63376;52;Female;3000;MO;102;8;10
60525;36;Male;6000;IL;55;4;5
33313;61;Female;2000;FL;20;1;20
75106;48;Female;2000;TX;42;5;5
83301;69;Male;4000;ID;280;22;5
90503;74;Male;4000;CA;309;33;5
92647;46;Male;5000;CA;85;4;10
60435;54;Female;7000;IL;30;2;10
54911;54;Female;2000;WI;40;3;10
95117;93;Male;2000;CA;164;12;10
55447;54;Female;7000;MN;71;7;5
91767;77;Female;2000;CA;116;22;0
63954;78;Male;2000;MO;29;3;5
75088;69;Female;2000;TX;153;16;0
78362;64;Male;7000;TX;25;1;25
83854;51;Male;3000;ID;57;7;5
85248;67;Female;3000;AZ;51;3;10
63026;80;Female;4000;MO;100;1;100
62028;71;Female;2000;IL;131;18;5
30066;50;Male;4000;GA;77;7;5
98531;72;Male;2000;WA;26;2;10
78362;51;Male;6000;TX;107;8;10
94541;76;Male;1000;CA;36;6;3
66207;67;Female;7000;KS;45;3;15
40741;46;Female;7000;KY;42;6;5
33147;89;Female;1000;FL;63;15;1
75006;65;Male;6000;TX;104;8;5
37721;51;Female;4000;TN;53;4;3
95127;50;Male;7000;CA;25;1;25
91362;44;U;6000;CA;125;3;25
52403;70;Male;4000;IA;90;8;5
46204;72;Male;2000;IN;34;4;3
36250;33;Female;5000;AL;153;18;3
94403;57;Female;7000;CA;212;18;5
95901;67;Female;5000;CA;147;24;2
48101;34;Male;5000;MI;25;2;10
46565;34;Female;4000;IN;37;3;10
91780;39;Male;4000;CA;707;27;15
60130;87;Male;5000;IL;40;2;20
78232;60;Male;5000;TX;46;4;10
96826;32;Female;6000;HI;25;2;5
54521;72;Male;4000;WI;87;6;10
93309;73;Male;7000;CA;58;7;3
29205;45;Male;4000;SC;120;11;5
48602;57;Female;3000;MI;267;28;5
60187;57;Female;6000;IL;67;6;3
75216;37;Female;2000;TX;127;8;5
38948;74;Male;3000;MS;202;20;3
47601;50;Male;7000;IN;107;27;3
34957;30;Male;2000;FL;15;1;15
80123;42;Female;3000;CO;90;10;3
33556;78;Female;5000;FL;300;6;50
37190;45;Female;5000;TN;59;8;5
90278;51;Female;5000;CA;20;1;20
76801;80;Female;1000;TX;15;1;15
97222;58;Male;4000;OR;42;5;5
91301;68;Male;3000;CA;116;10;5
93908;56;Female;6000;CA;31;3;5
78155;52;Female;6000;TX;110;19;5
83301;62;Female;7000;ID;38;4;6
59468;72;Female;4000;MT;110;11;5
72461;44;Female;5000;AR;49;5;5
54534;30;Female;1000;WI;40;3;10
33403;76;Female;3000;FL;118;12;3
64196;52;Female;3000;MO;180;6;10
39531;46;Male;1000;MS;161;14;5
93065;52;Female;5000;CA;35;3;5
29662;72;Female;5000;SC;62;5;5
29072;64;Female;6000;SC;18;2;3
36542;58;J;4000;AL;242;19;3
65301;77;Male;2000;MO;91;8;5
29583;66;Female;4000;SC;85;5;10
94925;40;Female;7000;CA;127;8;5
93238;48;Male;1000;CA;20;1;20
36525;42;Female;3000;AL;69;12;5
80759;77;Female;6000;CO;86;8;5
60118;68;Female;5000;IL;255;21;5
80104;39;Male;5000;CO;48;7;5
33905;50;Male;5000;FL;109;7;9
37774;64;Male;2000;TN;25;2;5
93703;74;Male;2000;CA;53;10;3
77705;52;Female;5000;TX;47;5;5
90405;68;Male;6000;CA;88;8;5
60101;65;Male;5000;IL;50;3;10
94957;80;Male;6000;CA;93;11;5
61761;48;Female;5000;IL;92;14;2
76528;58;Male;2000;TX;524;37;5
29687;79;Female;2000;SC;50;5;10
34203;48;Female;7000;FL;20;1;20
85015;34;Female;4000;AZ;68;9;5
93245;49;Male;4000;CA;78;5;10
29212;48;Male;6000;SC;24;3;3
34972;62;Female;5000;FL;72;12;4
70737;48;Female;4000;LA;127;14;5
71292;88;Male;2000;LA;55;4;10
48066;58;Female;5000;MI;75;4;15
53012;80;Female;5000;WI;43;8;3
73521;69;Female;1000;OK;205;25;3
63025;41;Female;6000;MO;15;1;15
93933;45;Female;6000;CA;92;13;3
92630;41;Male;6000;CA;273;7;20
60707;62;Female;2000;IL;149;10;3
58032;66;Male;3000;ND;128;12;5
94565;37;Male;2000;CA;70;5;10
57348;64;Female;3000;SD;65;5;10
91702;39;Male;7000;CA;60;7;5
60173;42;Male;7000;IL;102;9;5
67410;79;Male;3000;KS;213;8;3
97213;26;Female;5000;OR;15;1;15
33437;70;Female;6000;FL;54;15;2
60176;87;Male;3000;IL;185;11;5
33709;48;Female;5000;FL;281;22;5
80005;72;Female;5000;CO;77;15;3
94132;38;Female;7000;CA;32;3;10
40206;36;Male;5000;KY;35;3;5
92618;36;Female;4000;CA;29;7;3
71270;89;Male;2000;LA;166;20;5
49706;38;Male;2000;MI;115;13;5
78155;50;Male;6000;TX;35;4;5
37659;36;Female;2000;TN;64;8;3
99701;77;Male;4000;AK;85;10;5
60526;83;Male;4000;IL;84;22;2
46410;51;Female;5000;IN;52;5;5
39180;78;Female;1000;MS;30;2;10
27886;50;Male;4000;NC;124;14;3
53215;75;Female;1000;WI;121;22;3
98052;87;Male;1000;WA;47;5;5
55124;75;Male;7000;MN;47;9;3
34690;76;Male;5000;FL;134;11;5
62849;42;Male;3000;IL;61;15;2
70775;49;Male;5000;LA;248;13;5
97141;57;Female;5000;OR;117;13;5
49453;40;Female;4000;MI;60;5;5
95051;64;Female;5000;CA;60;4;10
97530;52;Female;2000;OR;20;1;20
39204;56;Male;3000;MS;61;5;5
48070;71;Female;5000;MI;20;1;20
60803;36;Female;5000;IL;42;5;5
29626;48;Male;6000;SC;47;5;5
37922;42;Female;5000;TN;25;4;5
60048;70;Male;5000;IL;59;5;5
88011;51;Female;5000;NM;30;2;10
91765;55;Male;6000;CA;74;7;5
61448;34;Male;7000;IL;181;16;5
61842;97;Female;1000;IL;109;12;5
29616;66;Male;5000;SC;86;9;3
77486;63;Female;6000;TX;80;8;5
33707;40;Male;5000;FL;21;2;6
60305;73;U;5000;IL;105;8;10
30082;47;Female;7000;GA;56;6;5
63136;46;Female;4000;MO;122;6;5
32953;42;Female;5000;FL;110;5;20
48309;69;Male;7000;MI;15;1;15
35806;60;Female;6000;AL;107;6;5
48446;97;Male;2000;MI;137;23;2
85220;86;Female;1000;AZ;600;66;5
33674;48;Female;5000;FL;63;8;5
52803;94;Female;3000;IA;288;25;5
28478;34;Female;3000;NC;128;8;6
91606;78;Male;1000;CA;211;14;5
48426;34;Female;2000;MI;78;21;3
95355;59;Female;4000;CA;172;13;5
78240;44;Female;4000;TX;101;15;3
91108;72;Male;6000;CA;112;6;10
91761;41;Female;6000;CA;44;3;10
59327;32;Female;4000;MT;133;15;5
77351;63;Male;1000;TX;151;20;3
53714;60;Female;3000;WI;227;23;3
33982;92;Male;2000;FL;196;24;3
32438;79;Female;4000;FL;170;18;5
60015;51;Male;6000;IL;72;7;3
28460;40;Female;2000;NC;21;3;5
32174;70;Female;4000;FL;40;7;3
28602;80;Male;6000;NC;96;11;5
91104;57;Male;6000;CA;40;2;15
78744;51;Female;5000;TX;137;14;3
95603;78;Male;1000;CA;91;6;5
92570;78;Male;3000;CA;15;1;15
48118;81;Female;5000;MI;532;39;1
90045;46;Male;6000;CA;106;7;10
53202;66;Female;2000;WI;24;2;6
95838;76;Female;5000;CA;58;12;2
33026;64;Male;5000;FL;25;4;5
77414;56;Male;6000;TX;25;2;5
62948;94;Male;1000;IL;164;17;3
75116;66;Female;4000;TX;207;19;2
92651;84;Female;7000;CA;113;15;3
34952;72;Male;5000;FL;96;6;10
77378;74;Male;5000;TX;110;12;5
32927;66;Male;5000;FL;71;10;3
34237;86;Female;2000;FL;167;27;2
48021;43;Female;5000;MI;20;1;20
32953;77;Male;3000;FL;167;11;5
60148;81;Male;4000;IL;425;5;25
46214;60;Male;2000;IN;84;9;3
98108;90;Female;6000;WA;305;25;10
33706;36;Female;3000;FL;45;6;5
33067;63;Male;6000;FL;85;7;5
56001;42;Male;5000;MN;26;2;10
27511;72;Male;4000;NC;167;24;2
53211;87;Female;5000;WI;72;8;5
94403;55;Male;7000;CA;154;9;10
97305;58;Female;2000;OR;20;1;20
89015;73;Female;3000;NV;152;14;5
31220;83;Male;3000;GA;118;8;3
61727;81;Male;1000;IL;92;8;5
38305;91;Male;6000;TN;92;8;5
60302;82;Male;2000;IL;15;1;15
85552;64;Male;2000;AZ;195;39;3
32464;78;Male;2000;FL;146;20;2
77651;66;Male;3000;TX;20;1;20
94585;45;Female;7000;CA;32;2;15
30152;96;Male;2000;GA;38;11;2
95602;80;Female;1000;CA;682;55;5
93703;76;Female;5000;CA;164;11;10
70039;32;Female;7000;LA;201;10;5
62028;56;Female;2000;IL;75;9;5
37830;85;Male;4000;TN;60;12;5
75568;46;Female;2000;TX;75;11;3
76890;72;Male;1000;TX;98;13;3
68005;71;Male;4000;NE;60;5;5
74134;73;Male;3000;OK;56;5;5
80206;34;Male;7000;CO;80;4;10
75038;58;Female;4000;TX;20;1;20
30117;84;Female;7000;GA;20;1;20
68106;62;Female;5000;NE;53;6;5
47130;53;Female;5000;IN;65;6;5
90040;38;Female;4000;CA;52;7;5
40475;54;Female;5000;KY;15;1;15
48038;36;Male;5000;MI;23;1;23
92019;48;Male;7000;CA;184;21;3
32962;74;Male;4000;FL;52;5;5
71291;71;Male;3000;LA;54;4;9
52403;51;Female;2000;IA;81;18;2
28379;42;Female;3000;NC;20;1;20
56011;61;Female;2000;MN;132;6;5
95820;46;Female;2000;CA;45;3;15
90680;37;Male;5000;CA;20;1;20
70002;40;Male;6000;LA;339;23;10
46825;65;Male;3000;IN;98;16;3
92056;76;Male;2000;CA;58;10;3
76049;66;Male;7000;TX;25;1;25
55434;30;Female;2000;MN;25;1;25
37931;48;Female;6000;TN;42;5;5
30218;61;U;3000;GA;137;9;5
48911;73;Male;2000;MI;172;17;5
70002;38;Female;7000;LA;45;2;20
97381;40;Male;5000;OR;142;14;3
78621;72;J;6000;TX;20;3;5
93103;88;Male;2000;CA;105;11;2
79124;59;Male;4000;TX;130;16;3
49854;82;Female;3000;MI;51;15;1
95608;90;Female;1000;CA;47;13;2
48228;52;Male;4000;MI;120;4;20
29153;69;Female;1000;SC;27;3;5
42420;77;Male;7000;KY;99;12;3
85257;84;Male;3000;AZ;188;31;3
70346;50;Male;6000;LA;65;4;10
30815;50;Female;5000;GA;80;4;5
93307;44;Female;5000;CA;135;17;5
48383;44;Female;7000;MI;383;16;5
32835;44;Male;7000;FL;75;14;3
98387;52;Female;4000;WA;46;4;5
90501;30;Male;6000;CA;26;2;6
33936;71;Female;3000;FL;133;11;5
49224;68;Female;1000;MI;39;7;5
63461;40;Female;1000;MO;213;20;3
62234;79;Female;1000;IL;163;19;5
34654;34;Female;6000;FL;20;2;5
27377;68;Female;1000;NC;186;27;3
55744;57;Male;4000;MN;94;9;0
98501;82;Male;5000;WA;210;13;10
60614;28;Female;3000;IL;30;2;5
73542;67;Female;4000;OK;234;25;5
80303;52;Female;7000;CO;92;4;20
32159;60;Male;7000;FL;91;23;3
33540;49;Female;3000;FL;107;10;3
98802;55;Female;1000;WA;89;9;5
41653;87;Male;7000;KY;231;10;10
98367;51;Female;5000;WA;134;13;5
78239;82;Male;2000;TX;138;15;5
27030;74;Male;5000;NC;145;14;3
80920;36;Female;3000;CO;20;1;20
71371;70;Male;1000;LA;15;1;15
33143;85;Female;7000;FL;70;11;3
97603;37;Female;3000;OR;20;1;20
46923;67;Male;3000;IN;125;15;3
98126;76;Male;2000;WA;175;13;5
63128;68;Female;2000;MO;20;1;20
37862;68;Female;4000;TN;36;3;10
48612;50;Male;1000;MI;48;4;10
30290;51;U;6000;GA;86;10;5
93250;55;Male;3000;CA;80;5;10
97220;61;Female;5000;OR;112;8;5
75925;94;Male;3000;TX;20;1;20
29928;74;Male;7000;SC;71;6;4
60641;67;Female;6000;IL;30;3;10
48304;42;Female;5000;MI;25;1;25
48174;34;Female;3000;MI;25;2;5
89117;56;Female;4000;NV;154;13;5
27604;74;Female;2000;NC;80;8;5
77535;48;Female;5000;TX;91;6;5
46356;61;Male;2000;IN;92;6;5
35023;66;Female;4000;AL;113;13;3
93436;78;Female;2000;CA;147;17;5
92019;52;J;4000;CA;305;32;3
53545;62;Female;5000;WI;20;1;20
60505;66;Male;3000;IL;60;6;5
97459;59;Male;6000;OR;42;3;10
98499;77;Male;4000;WA;191;11;10
60652;59;Female;7000;IL;108;6;5
94306;60;Male;4000;CA;230;14;8
76502;77;Female;6000;TX;90;10;5
28602;41;Female;6000;NC;72;6;10
27546;34;Female;1000;NC;105;3;25
57107;64;Female;4000;SD;33;3;8
95709;48;Female;4000;CA;171;12;5
94552;41;Female;6000;CA;61;5;5
96099;50;U;7000;CA;166;9;12
37129;75;Male;4000;TN;90;6;10
78664;38;Male;5000;TX;76;6;5
62708;63;Female;2000;IL;66;6;5
30106;57;Female;3000;GA;188;17;3
59604;84;Female;2000;MT;26;2;10
60621;54;Female;1000;IL;312;17;10
61554;89;Male;2000;IL;191;26;5
28580;88;Female;1000;NC;125;27;2
38654;34;Male;7000;MS;56;6;6
77484;50;Female;4000;TX;20;1;20
49093;58;Male;4000;MI;183;14;5
75402;40;Female;4000;TX;30;2;5
77581;34;Female;7000;TX;173;17;3
54313;74;U;1000;WI;83;27;2
62468;66;Male;5000;IL;146;14;5
75656;82;Male;2000;TX;150;14;5
92509;44;Female;4000;CA;42;5;5
40272;53;Female;5000;KY;60;11;5
64124;70;Male;5000;MO;145;9;10
48756;49;Female;4000;MI;93;13;3
64129;77;Female;1000;MO;141;20;3
34956;71;Male;3000;FL;33;5;3
42276;80;Male;6000;KY;79;6;5
73013;47;Female;7000;OK;147;14;5
92630;43;Female;7000;CA;112;9;5
91020;38;Female;6000;CA;41;4;5
73150;76;Male;5000;OK;180;15;5
28405;38;Female;4000;NC;102;14;3
78681;49;Female;4000;TX;42;6;3
98107;84;Female;7000;WA;91;8;5
33614;71;Female;4000;FL;20;1;20
91106;43;Female;3000;CA;97;10;3
90601;52;Female;5000;CA;15;1;15
30281;24;Male;5000;GA;21;2;6
55416;64;Female;4000;MN;133;23;3
54701;46;Male;6000;WI;50;2;25
77571;55;Female;4000;TX;20;1;20
30519;50;Male;5000;GA;30;1;30
60459;78;Female;3000;IL;71;11;3
42602;46;Female;2000;KY;44;4;10
